timestamp_ms,symbol,price,volume
1700000159000,AAPL,148.42,559.0
1700000160000,AAPL,148.28,775.0
1700000161000,AAPL,148.65,400.0
1700000162000,AAPL,148.74,402.0
1700000163000,AAPL,148.51,386.0
1700000164000,AAPL,148.64,494.0
1700000165000,AAPL,148.44,109.0
1700000166000,AAPL,148.6,806.0
1700000167000,AAPL,148.83,729.0
1700000168000,AAPL,148.67,369.0
1700000169000,AAPL,148.86,691.0
1700000170000,AAPL,148.94,704.0
1700000171000,AAPL,149.11,877.0
1700000172000,AAPL,149.49,943.0
1700000173000,AAPL,149.44,961.0
1700000174000,AAPL,149.29,460.0
1700000175000,AAPL,149.11,356.0
1700000176000,AAPL,148.94,232.0
1700000177000,AAPL,148.93,375.0
1700000178000,AAPL,149.0,875.0
1700000179000,AAPL,149.05,782.0
1700000180000,AAPL,149.22,612.0
1700000181000,AAPL,149.22,412.0
1700000182000,AAPL,149.51,675.0
1700000183000,AAPL,149.46,985.0
1700000184000,AAPL,150.0,383.0
1700000185000,AAPL,150.13,220.0
1700000186000,AAPL,149.96,206.0
1700000187000,AAPL,149.74,786.0
1700000188000,AAPL,149.84,303.0
1700000189000,AAPL,149.79,264.0
1700000190000,AAPL,149.94,404.0
1700000191000,AAPL,150.03,596.0
1700000192000,AAPL,150.02,731.0
1700000193000,AAPL,149.85,655.0
1700000194000,AAPL,149.54,923.0
1700000195000,AAPL,149.46,255.0
1700000196000,AAPL,149.63,466.0
1700000197000,AAPL,149.67,818.0
1700000198000,AAPL,149.42,719.0
1700000199000,AAPL,149.46,350.0
1700000200000,AAPL,149.53,981.0
1700000201000,AAPL,149.36,433.0
1700000202000,AAPL,149.39,741.0
1700000203000,AAPL,149.4,610.0
1700000204000,AAPL,149.17,392.0
1700000205000,AAPL,149.24,119.0
1700000206000,AAPL,149.35,381.0
1700000207000,AAPL,149.57,896.0
1700000208000,AAPL,149.78,100.0
1700000209000,AAPL,149.5,218.0
1700000210000,AAPL,149.32,134.0
1700000211000,AAPL,149.42,297.0
1700000212000,AAPL,149.52,584.0
1700000213000,AAPL,149.63,856.0
1700000214000,AAPL,150.4,158.0
1700000215000,AAPL,150.51,936.0
1700000216000,AAPL,150.74,260.0
1700000217000,AAPL,150.93,790.0
1700000218000,AAPL,151.06,305.0
1700000219000,AAPL,151.0,111.0
1700000220000,AAPL,151.15,589.0
1700000221000,AAPL,150.99,375.0
1700000222000,AAPL,150.95,792.0
1700000223000,AAPL,150.85,341.0
1700000224000,AAPL,150.86,315.0
1700000225000,AAPL,151.33,350.0
1700000226000,AAPL,150.95,910.0
1700000227000,AAPL,151.09,225.0
1700000228000,AAPL,150.77,316.0
1700000229000,AAPL,150.67,405.0
1700000230000,AAPL,150.89,896.0
1700000231000,AAPL,150.91,284.0
1700000232000,AAPL,150.69,138.0
1700000233000,AAPL,150.55,322.0
1700000234000,AAPL,150.68,283.0
1700000235000,AAPL,150.54,594.0
1700000236000,AAPL,150.58,526.0
1700000237000,AAPL,150.59,277.0
1700000238000,AAPL,150.46,527.0
1700000239000,AAPL,150.89,393.0
1700000240000,AAPL,151.01,951.0
1700000241000,AAPL,150.61,250.0
1700000242000,AAPL,150.65,483.0
1700000243000,AAPL,150.51,737.0
1700000244000,AAPL,150.68,912.0
1700000245000,AAPL,150.53,407.0
1700000246000,AAPL,150.5,435.0
1700000247000,AAPL,150.6,845.0
1700000248000,AAPL,150.78,991.0
1700000249000,AAPL,150.54,474.0
1700000250000,AAPL,150.47,107.0
1700000251000,AAPL,150.38,440.0
1700000252000,AAPL,150.24,228.0
1700000253000,AAPL,150.6,875.0
1700000254000,AAPL,150.68,768.0
1700000255000,AAPL,150.43,451.0
1700000256000,AAPL,150.61,457.0
1700000257000,AAPL,151.03,616.0
1700000258000,AAPL,151.24,594.0
1700000259000,AAPL,150.94,185.0
1700000260000,AAPL,150.84,274.0
1700000261000,AAPL,151.09,901.0
1700000262000,AAPL,150.95,292.0
1700000263000,AAPL,151.04,410.0
1700000264000,AAPL,151.2,218.0
1700000265000,AAPL,151.01,317.0
1700000266000,AAPL,151.0,526.0
1700000267000,AAPL,150.35,513.0
1700000268000,AAPL,150.15,213.0
1700000269000,AAPL,150.1,244.0
1700000270000,AAPL,149.85,637.0
1700000271000,AAPL,150.17,747.0
1700000272000,AAPL,149.89,402.0
1700000273000,AAPL,149.8,843.0
1700000274000,AAPL,149.82,980.0
1700000275000,AAPL,150.11,687.0
1700000276000,AAPL,149.83,939.0
1700000277000,AAPL,150.06,444.0
1700000278000,AAPL,150.06,913.0
1700000279000,AAPL,149.86,900.0
1700000280000,AAPL,149.96,100.0
1700000281000,AAPL,150.0,246.0
1700000282000,AAPL,149.88,386.0
1700000283000,AAPL,149.89,753.0
1700000284000,AAPL,149.81,152.0
1700000285000,AAPL,149.84,403.0
1700000286000,AAPL,149.97,168.0
1700000287000,AAPL,150.28,460.0
1700000288000,AAPL,150.04,701.0
1700000289000,AAPL,150.46,319.0
1700000290000,AAPL,150.07,803.0
1700000291000,AAPL,150.04,674.0
1700000292000,AAPL,150.16,684.0
1700000293000,AAPL,150.22,260.0
1700000294000,AAPL,150.09,780.0
1700000295000,AAPL,150.05,188.0
1700000296000,AAPL,149.95,787.0
1700000297000,AAPL,149.83,880.0
1700000298000,AAPL,150.0,684.0
1700000299000,AAPL,150.08,856.0
1700000300000,AAPL,149.94,688.0
1700000301000,AAPL,150.12,258.0
1700000302000,AAPL,150.18,588.0
1700000303000,AAPL,150.34,423.0
1700000304000,AAPL,150.47,709.0
1700000305000,AAPL,150.3,480.0
1700000306000,AAPL,150.19,201.0
1700000307000,AAPL,150.34,593.0
1700000308000,AAPL,150.46,743.0
1700000309000,AAPL,150.46,713.0
1700000310000,AAPL,150.48,118.0
1700000311000,AAPL,150.74,553.0
1700000312000,AAPL,150.62,581.0
1700000313000,AAPL,150.73,693.0
1700000314000,AAPL,150.69,496.0
1700000315000,AAPL,150.64,378.0
1700000316000,AAPL,150.86,950.0
1700000317000,AAPL,151.03,464.0
1700000318000,AAPL,151.19,430.0
1700000319000,AAPL,151.45,740.0
1700000320000,AAPL,151.46,443.0
1700000321000,AAPL,151.59,921.0
1700000322000,AAPL,151.53,554.0
1700000323000,AAPL,151.59,700.0
1700000324000,AAPL,151.57,824.0
1700000325000,AAPL,151.59,754.0
1700000326000,AAPL,151.71,164.0
1700000327000,AAPL,151.54,175.0
1700000328000,AAPL,151.96,810.0
1700000329000,AAPL,151.76,242.0
1700000330000,AAPL,151.52,927.0
1700000331000,AAPL,151.75,704.0
1700000332000,AAPL,151.91,572.0
1700000333000,AAPL,152.03,516.0
1700000334000,AAPL,152.16,404.0
1700000335000,AAPL,152.16,835.0
1700000336000,AAPL,151.98,596.0
1700000337000,AAPL,151.99,390.0
1700000338000,AAPL,151.86,201.0
1700000339000,AAPL,152.05,366.0
1700000340000,AAPL,152.02,966.0
1700000341000,AAPL,151.86,721.0
1700000342000,AAPL,151.79,941.0
1700000343000,AAPL,151.88,876.0
1700000344000,AAPL,151.76,102.0
1700000345000,AAPL,151.6,184.0
1700000346000,AAPL,151.65,893.0
1700000347000,AAPL,151.7,427.0
1700000348000,AAPL,151.59,915.0
1700000349000,AAPL,151.5,549.0
1700000350000,AAPL,151.55,553.0
1700000351000,AAPL,151.26,728.0
1700000352000,AAPL,150.98,320.0
1700000353000,AAPL,150.83,253.0
1700000354000,AAPL,150.79,764.0
1700000355000,AAPL,150.85,111.0
1700000356000,AAPL,151.15,232.0
1700000357000,AAPL,151.32,403.0
1700000358000,AAPL,151.29,392.0
1700000359000,AAPL,151.28,399.0
1700000360000,AAPL,151.08,839.0
1700000361000,AAPL,151.08,882.0
1700000362000,AAPL,151.02,142.0
1700000363000,AAPL,151.08,442.0
1700000364000,AAPL,150.92,425.0
1700000365000,AAPL,151.02,913.0
1700000366000,AAPL,151.33,597.0
1700000367000,AAPL,151.31,463.0
1700000368000,AAPL,151.39,990.0
1700000369000,AAPL,151.53,526.0
1700000370000,AAPL,151.45,120.0
1700000371000,AAPL,151.49,506.0
1700000372000,AAPL,151.49,718.0
1700000373000,AAPL,151.51,435.0
1700000374000,AAPL,151.36,914.0
1700000375000,AAPL,151.36,216.0
1700000376000,AAPL,151.46,223.0
1700000377000,AAPL,151.75,498.0
1700000378000,AAPL,151.94,892.0
1700000379000,AAPL,152.38,903.0
1700000380000,AAPL,152.22,814.0
1700000381000,AAPL,152.4,150.0
1700000382000,AAPL,152.43,882.0
1700000383000,AAPL,152.87,423.0
1700000384000,AAPL,152.71,888.0
1700000385000,AAPL,152.54,240.0
1700000386000,AAPL,152.42,569.0
1700000387000,AAPL,152.0,886.0
1700000388000,AAPL,151.89,901.0
1700000389000,AAPL,151.74,433.0
1700000390000,AAPL,151.77,992.0
1700000391000,AAPL,151.84,472.0
1700000392000,AAPL,152.21,663.0
1700000393000,AAPL,152.4,593.0
1700000394000,AAPL,152.29,638.0
1700000395000,AAPL,152.11,768.0
1700000396000,AAPL,152.21,850.0
1700000397000,AAPL,151.94,255.0
1700000398000,AAPL,152.31,390.0
1700000399000,AAPL,152.54,747.0
1700000400000,AAPL,152.45,243.0
1700000401000,AAPL,152.11,205.0
1700000402000,AAPL,152.38,519.0
1700000403000,AAPL,152.36,769.0
1700000404000,AAPL,152.6,757.0
1700000405000,AAPL,152.29,101.0
1700000406000,AAPL,152.17,688.0
1700000407000,AAPL,152.17,743.0
1700000408000,AAPL,152.18,189.0
1700000409000,AAPL,152.09,444.0
1700000410000,AAPL,152.21,449.0
1700000411000,AAPL,152.0,558.0
1700000412000,AAPL,151.97,362.0
1700000413000,AAPL,151.99,450.0
1700000414000,AAPL,152.1,207.0
1700000415000,AAPL,152.24,685.0
1700000416000,AAPL,152.01,138.0
1700000417000,AAPL,151.71,258.0
1700000418000,AAPL,151.96,682.0
1700000419000,AAPL,152.03,411.0
1700000420000,AAPL,151.88,340.0
1700000421000,AAPL,152.19,544.0
1700000422000,AAPL,152.21,397.0
1700000423000,AAPL,152.45,135.0
1700000424000,AAPL,152.46,183.0
1700000425000,AAPL,152.87,551.0
1700000426000,AAPL,153.22,985.0
1700000427000,AAPL,153.17,874.0
1700000428000,AAPL,153.37,921.0
1700000429000,AAPL,153.5,484.0
1700000430000,AAPL,153.77,271.0
1700000431000,AAPL,153.58,475.0
1700000432000,AAPL,153.72,784.0
1700000433000,AAPL,153.93,461.0
1700000434000,AAPL,153.58,658.0
1700000435000,AAPL,153.34,990.0
1700000436000,AAPL,152.93,240.0
1700000437000,AAPL,152.88,986.0
1700000438000,AAPL,153.02,217.0
1700000439000,AAPL,153.32,376.0
1700000440000,AAPL,153.34,825.0
1700000441000,AAPL,153.66,319.0
1700000442000,AAPL,153.39,125.0
1700000443000,AAPL,153.04,620.0
1700000444000,AAPL,153.03,882.0
1700000445000,AAPL,153.11,109.0
1700000446000,AAPL,153.1,477.0
1700000447000,AAPL,152.69,732.0
1700000448000,AAPL,152.67,736.0
1700000449000,AAPL,152.41,781.0
1700000450000,AAPL,152.55,683.0
1700000451000,AAPL,152.62,251.0
1700000452000,AAPL,152.43,819.0
1700000453000,AAPL,152.33,148.0
1700000454000,AAPL,152.12,253.0
1700000455000,AAPL,152.1,958.0
1700000456000,AAPL,152.29,392.0
1700000457000,AAPL,152.1,679.0
1700000458000,AAPL,152.2,149.0
1700000459000,AAPL,152.09,763.0
1700000460000,AAPL,151.93,630.0
1700000461000,AAPL,151.91,711.0
1700000462000,AAPL,151.71,159.0
1700000463000,AAPL,151.59,266.0
1700000464000,AAPL,151.36,301.0
1700000465000,AAPL,151.75,956.0
1700000466000,AAPL,151.76,245.0
1700000467000,AAPL,151.62,775.0
1700000468000,AAPL,151.66,538.0
1700000469000,AAPL,151.64,341.0
1700000470000,AAPL,151.59,680.0
1700000471000,AAPL,151.71,786.0
1700000472000,AAPL,151.87,660.0
1700000473000,AAPL,151.76,582.0
1700000474000,AAPL,151.64,207.0
1700000475000,AAPL,151.59,325.0
1700000476000,AAPL,151.13,772.0
1700000477000,AAPL,150.83,730.0
1700000478000,AAPL,151.1,760.0
1700000479000,AAPL,151.43,761.0
1700000480000,AAPL,151.38,531.0
1700000481000,AAPL,151.49,904.0
1700000482000,AAPL,151.56,754.0
1700000483000,AAPL,152.17,518.0
1700000484000,AAPL,152.4,554.0
1700000485000,AAPL,152.37,259.0
1700000486000,AAPL,152.18,622.0
1700000487000,AAPL,151.86,749.0
1700000488000,AAPL,151.9,689.0
1700000489000,AAPL,151.75,176.0
1700000490000,AAPL,151.46,608.0
1700000491000,AAPL,151.33,540.0
1700000492000,AAPL,151.12,353.0
1700000493000,AAPL,151.45,869.0
1700000494000,AAPL,151.63,419.0
1700000495000,AAPL,151.63,902.0
1700000496000,AAPL,151.93,362.0
1700000497000,AAPL,151.94,696.0
1700000498000,AAPL,151.77,757.0
1700000499000,AAPL,152.07,934.0
1700000500000,AAPL,152.18,653.0
1700000501000,AAPL,151.97,473.0
1700000502000,AAPL,151.94,736.0
1700000503000,AAPL,151.76,266.0
1700000504000,AAPL,151.48,852.0
1700000505000,AAPL,151.67,558.0
1700000506000,AAPL,152.05,379.0
1700000507000,AAPL,151.77,799.0
1700000508000,AAPL,151.88,401.0
1700000509000,AAPL,151.75,630.0
1700000510000,AAPL,151.66,679.0
1700000511000,AAPL,151.54,317.0
1700000512000,AAPL,151.36,201.0
1700000513000,AAPL,151.37,653.0
1700000514000,AAPL,151.21,387.0
1700000515000,AAPL,151.26,266.0
1700000516000,AAPL,151.25,720.0
1700000517000,AAPL,151.2,135.0
1700000518000,AAPL,151.02,843.0
1700000519000,AAPL,150.91,840.0
1700000520000,AAPL,151.06,452.0
1700000521000,AAPL,151.16,775.0
1700000522000,AAPL,150.96,998.0
1700000523000,AAPL,150.98,172.0
1700000524000,AAPL,151.13,747.0
1700000525000,AAPL,150.8,452.0
1700000526000,AAPL,150.91,990.0
1700000527000,AAPL,150.78,169.0
1700000528000,AAPL,150.89,524.0
1700000529000,AAPL,150.74,807.0
1700000530000,AAPL,150.38,880.0
1700000531000,AAPL,150.05,660.0
1700000532000,AAPL,150.06,927.0
1700000533000,AAPL,150.11,741.0
1700000534000,AAPL,149.93,616.0
1700000535000,AAPL,150.06,527.0
1700000536000,AAPL,149.73,638.0
1700000537000,AAPL,149.71,259.0
1700000538000,AAPL,149.47,248.0
1700000539000,AAPL,149.34,875.0
1700000540000,AAPL,149.35,329.0
1700000541000,AAPL,149.18,811.0
1700000542000,AAPL,149.1,661.0
1700000543000,AAPL,149.3,166.0
1700000544000,AAPL,149.19,911.0
1700000545000,AAPL,149.35,480.0
1700000546000,AAPL,149.13,157.0
1700000547000,AAPL,149.23,358.0
1700000548000,AAPL,149.52,441.0
1700000549000,AAPL,149.03,937.0
1700000550000,AAPL,148.87,229.0
1700000551000,AAPL,148.98,826.0
1700000552000,AAPL,148.94,271.0
1700000553000,AAPL,149.02,869.0
1700000554000,AAPL,148.9,713.0
1700000555000,AAPL,148.92,308.0
1700000556000,AAPL,148.88,902.0
1700000557000,AAPL,149.12,453.0
1700000558000,AAPL,149.17,570.0
1700000559000,AAPL,149.24,897.0
1700000560000,AAPL,149.15,215.0
1700000561000,AAPL,149.06,363.0
1700000562000,AAPL,148.97,761.0
1700000563000,AAPL,149.05,911.0
1700000564000,AAPL,148.96,541.0
1700000565000,AAPL,149.02,647.0
1700000566000,AAPL,149.44,552.0
1700000567000,AAPL,149.61,944.0
1700000568000,AAPL,149.55,576.0
1700000569000,AAPL,149.79,386.0
1700000570000,AAPL,149.7,402.0
1700000571000,AAPL,149.3,410.0
1700000572000,AAPL,149.1,307.0
1700000573000,AAPL,148.72,717.0
1700000574000,AAPL,148.65,545.0
1700000575000,AAPL,148.65,769.0
1700000576000,AAPL,148.99,732.0
1700000577000,AAPL,149.06,154.0
1700000578000,AAPL,149.01,111.0
1700000579000,AAPL,149.18,756.0
1700000580000,AAPL,148.74,499.0
1700000581000,AAPL,148.78,747.0
1700000582000,AAPL,148.94,614.0
1700000583000,AAPL,148.64,755.0
1700000584000,AAPL,148.87,641.0
1700000585000,AAPL,148.94,336.0
1700000586000,AAPL,148.85,378.0
1700000587000,AAPL,148.98,447.0
1700000588000,AAPL,149.43,726.0
1700000589000,AAPL,149.47,203.0
1700000590000,AAPL,149.52,729.0
1700000591000,AAPL,149.43,616.0
1700000592000,AAPL,149.26,971.0
1700000593000,AAPL,149.43,347.0
1700000594000,AAPL,149.25,463.0
1700000595000,AAPL,149.27,420.0
1700000596000,AAPL,149.17,732.0
1700000597000,AAPL,149.27,385.0
1700000598000,AAPL,149.34,248.0
1700000599000,AAPL,149.54,183.0
1700000600000,AAPL,149.44,505.0
1700000601000,AAPL,149.39,555.0
1700000602000,AAPL,149.19,842.0
1700000603000,AAPL,149.1,899.0
1700000604000,AAPL,149.18,260.0
1700000605000,AAPL,149.33,883.0
1700000606000,AAPL,149.14,559.0
1700000607000,AAPL,149.32,649.0
1700000608000,AAPL,149.59,599.0
1700000609000,AAPL,149.67,837.0
1700000610000,AAPL,150.05,608.0
1700000611000,AAPL,149.89,753.0
1700000612000,AAPL,149.64,903.0
1700000613000,AAPL,149.29,580.0
1700000614000,AAPL,149.59,762.0
1700000615000,AAPL,149.72,213.0
1700000616000,AAPL,149.71,848.0
1700000617000,AAPL,149.76,677.0
1700000618000,AAPL,149.54,460.0
1700000619000,AAPL,150.03,440.0
1700000620000,AAPL,150.05,869.0
1700000621000,AAPL,150.08,860.0
1700000622000,AAPL,150.22,548.0
1700000623000,AAPL,150.32,942.0
1700000624000,AAPL,150.36,934.0
1700000625000,AAPL,150.2,279.0
1700000626000,AAPL,150.3,801.0
1700000627000,AAPL,150.67,506.0
1700000628000,AAPL,150.94,765.0
1700000629000,AAPL,151.26,295.0
1700000630000,AAPL,151.16,565.0
1700000631000,AAPL,150.96,410.0
1700000632000,AAPL,150.94,361.0
1700000633000,AAPL,150.95,518.0
1700000634000,AAPL,151.17,505.0
1700000635000,AAPL,150.83,242.0
1700000636000,AAPL,151.13,441.0
1700000637000,AAPL,151.1,415.0
1700000638000,AAPL,151.02,200.0
1700000639000,AAPL,150.81,343.0
1700000640000,AAPL,150.48,589.0
1700000641000,AAPL,150.65,111.0
1700000642000,AAPL,150.66,338.0
1700000643000,AAPL,150.4,660.0
1700000644000,AAPL,150.15,141.0
1700000645000,AAPL,150.08,777.0
1700000646000,AAPL,150.41,693.0
1700000647000,AAPL,150.36,528.0
1700000648000,AAPL,150.06,902.0
1700000649000,AAPL,150.01,257.0
1700000650000,AAPL,149.96,315.0
1700000651000,AAPL,149.42,769.0
1700000652000,AAPL,149.41,561.0
1700000653000,AAPL,149.36,233.0
1700000654000,AAPL,149.5,166.0
1700000655000,AAPL,149.87,947.0
1700000656000,AAPL,150.09,106.0
1700000657000,AAPL,150.04,625.0
1700000658000,AAPL,149.82,172.0
1700000659000,AAPL,150.33,498.0
1700000660000,AAPL,150.35,504.0
1700000661000,AAPL,150.35,774.0
1700000662000,AAPL,150.34,677.0
1700000663000,AAPL,150.38,958.0
1700000664000,AAPL,150.35,229.0
1700000665000,AAPL,150.24,565.0
1700000666000,AAPL,150.13,305.0
1700000667000,AAPL,150.12,887.0
1700000668000,AAPL,150.01,867.0
1700000669000,AAPL,149.87,365.0
1700000670000,AAPL,149.89,636.0
1700000671000,AAPL,149.84,892.0
1700000672000,AAPL,150.14,352.0
1700000673000,AAPL,149.61,921.0
1700000674000,AAPL,149.83,388.0
1700000675000,AAPL,150.08,263.0
1700000676000,AAPL,149.67,194.0
1700000677000,AAPL,149.6,881.0
1700000678000,AAPL,149.52,932.0
1700000679000,AAPL,149.24,209.0
1700000680000,AAPL,149.09,435.0
1700000681000,AAPL,148.86,921.0
1700000682000,AAPL,149.21,337.0
1700000683000,AAPL,149.4,480.0
1700000684000,AAPL,149.66,535.0
1700000685000,AAPL,149.8,998.0
1700000686000,AAPL,149.57,582.0
1700000687000,AAPL,149.47,124.0
1700000688000,AAPL,149.57,752.0
1700000689000,AAPL,149.32,216.0
1700000690000,AAPL,149.47,581.0
1700000691000,AAPL,149.42,491.0
1700000692000,AAPL,149.34,636.0
1700000693000,AAPL,149.48,178.0
1700000694000,AAPL,149.57,679.0
1700000695000,AAPL,149.5,272.0
1700000696000,AAPL,149.73,111.0
1700000697000,AAPL,149.52,899.0
1700000698000,AAPL,149.64,227.0
1700000699000,AAPL,149.76,707.0
1700000700000,AAPL,149.7,191.0
1700000701000,AAPL,149.76,752.0
1700000702000,AAPL,149.51,642.0
1700000703000,AAPL,149.7,945.0
1700000704000,AAPL,149.66,631.0
1700000705000,AAPL,149.56,757.0
1700000706000,AAPL,149.76,927.0
1700000707000,AAPL,149.62,546.0
1700000708000,AAPL,149.34,489.0
1700000709000,AAPL,149.03,771.0
1700000710000,AAPL,149.15,960.0
1700000711000,AAPL,148.9,142.0
1700000712000,AAPL,149.25,353.0
1700000713000,AAPL,148.83,229.0
1700000714000,AAPL,149.17,159.0
1700000715000,AAPL,149.21,762.0
1700000716000,AAPL,149.19,566.0
1700000717000,AAPL,149.08,386.0
1700000718000,AAPL,149.16,616.0
1700000719000,AAPL,149.16,566.0
1700000720000,AAPL,149.38,877.0
1700000721000,AAPL,149.4,444.0
1700000722000,AAPL,149.43,741.0
1700000723000,AAPL,149.36,481.0
1700000724000,AAPL,149.35,878.0
1700000725000,AAPL,149.41,789.0
1700000726000,AAPL,149.07,352.0
1700000727000,AAPL,148.8,155.0
1700000728000,AAPL,148.94,562.0
1700000729000,AAPL,148.98,556.0
1700000730000,AAPL,148.94,182.0
1700000731000,AAPL,148.95,198.0
1700000732000,AAPL,149.01,248.0
1700000733000,AAPL,148.91,428.0
1700000734000,AAPL,148.75,255.0
